City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,Puerto Gaitan,-23.85,151.25,64.33,36,5,6.91,AU,2021-06-19 08:08:05
274,Puerto Gaitan,60.4667,166.1,44.4,82,100,6.22,RU,2021-06-19 08:08:06
275,Puerto Gaitan,-14.4086,-56.4461,62.38,65,69,2.84,BR,2021-06-19 08:08:06
276,Puerto Gaitan,-45.8667,-67.5,40.08,57,0,8.34,AR,2021-06-19 08:05:09
277,Puerto Gaitan,-2.9248,-39.9167,74.34,90,89,7.96,BR,2021-06-19 08:08:06
278,Puerto Gaitan,18.5333,83.2167,91.17,50,100,10.38,IN,2021-06-19 08:08:06
279,Puerto Gaitan,7.0419,134.2556,83.97,71,95,7.27,PW,2021-06-19 08:08:07
280,Puerto Gaitan,4.9247,6.2642,79.0,87,100,3.09,NG,2021-06-19 08:08:07
281,Puerto Gaitan,52.3668,-114.9188,52.83,98,100,4.9,CA,2021-06-19 08:03:38
282,Puerto Gaitan,61.95,159.2333,50.41,82,99,2.13,RU,2021-06-19 08:08:07
283,Puerto Gaitan,-20.3297,-40.2925,66.15,94,75,3.44,BR,2021-06-19 08:06:54
284,Puerto Gaitan,34.1862,-103.3344,72.1,42,61,7.78,US,2021-06-19 08:08:08
285,Puerto Gaitan,68.0531,39.5131,44.28,95,100,17.6,RU,2021-06-19 08:05:55
286,Puerto Gaitan,46.4764,134.2569,58.69,94,100,3.51,RU,2021-06-19 08:08:08
287,Puerto Gaitan,-35.1667,173.1667,60.35,91,100,8.28,NZ,2021-06-19 08:06:24
288,Puerto Gaitan,48.8578,36.5551,73.87,65,62,18.5,UA,2021-06-19 08:08:08
289,Puerto Gaitan,6.0167,10.0,70.43,83,97,2.73,CM,2021-06-19 08:08:08
290,Puerto Gaitan,32.0785,131.4723,77.61,84,99,5.79,JP,2021-06-19 08:08:09
291,Puerto Gaitan,55.9017,37.4375,76.86,50,0,8.95,RU,2021-06-19 08:04:19
292,Puerto Gaitan,41.2835,-70.0995,68.02,85,1,12.66,US,2021-06-19 08:08:09
293,Puerto Gaitan,15.3333,38.9333,77.05,23,24,10.8,ER,2021-06-19 08:08:09
294,Puerto Gaitan,14.5333,20.9167,90.19,37,95,11.9,TD,2021-06-19 08:08:09
295,Puerto Gaitan,-0.8917,119.8707,82.29,87,90,1.99,ID,2021-06-19 08:08:10
296,Puerto Gaitan,-19.9842,57.6142,77.47,61,4,10.0,MU,2021-06-19 08:08:10
297,Puerto Gaitan,-28.783,32.0377,67.73,68,55,4.32,ZA,2021-06-19 08:08:10
298,Puerto Gaitan,60.1545,-1.1494,51.8,66,100,6.76,GB,2021-06-19 08:08:10
299,Puerto Gaitan,47.4736,-94.8803,52.18,94,40,5.75,US,2021-06-19 08:08:11
300,Puerto Gaitan,-28.65,153.6167,60.87,55,0,15.57,AU,2021-06-19 08:05:00
301,Puerto Gaitan,37.9748,-87.5558,77.0,68,1,4.61,US,2021-06-19 08:07:45
302,Puerto Gaitan,22.2769,113.5678,95.79,79,20,14.97,CN,2021-06-19 08:08:11
303,Puerto Gaitan,52.4503,64.6311,68.74,30,98,15.3,KZ,2021-06-19 08:08:11
304,Puerto Gaitan,59.5667,150.8,54.27,73,88,5.44,RU,2021-06-19 08:08:11
305,Puerto Gaitan,45.1582,33.2787,75.27,63,0,8.59,UA,2021-06-19 08:08:12
306,Puerto Gaitan,70.3705,31.1107,46.38,76,75,8.05,NO,2021-06-19 08:06:48
307,Puerto Gaitan,-19.7697,-43.8514,58.1,95,11,4.68,BR,2021-06-19 08:08:12
308,Puerto Gaitan,33.5928,-7.6192,66.74,68,84,15.99,MA,2021-06-19 08:07:25
309,Puerto Gaitan,-33.8667,121.9,60.89,54,22,9.93,AU,2021-06-19 08:06:20
310,Puerto Gaitan,-19.8,-174.35,76.21,79,11,17.18,TO,2021-06-19 08:08:12
311,Puerto Gaitan,-35.3378,143.5544,52.99,64,3,8.08,AU,2021-06-19 08:08:13
312,Puerto Gaitan,24.0934,32.907,94.89,15,10,13.24,EG,2021-06-19 08:08:13
313,Puerto Gaitan,-13.5432,23.1047,71.28,35,1,11.56,ZM,2021-06-19 08:08:13
314,Puerto Gaitan,46.4333,26.4,67.75,100,100,6.08,RO,2021-06-19 08:05:58
315,Puerto Gaitan,-32.2522,24.5308,62.69,25,0,8.88,ZA,2021-06-19 08:08:13
316,Puerto Gaitan,36.0994,114.3289,100.24,10,11,5.3,CN,2021-06-19 08:08:14
317,Puerto Gaitan,63.7506,-68.5145,31.73,100,75,8.99,CA,2021-06-19 08:06:07
318,Puerto Gaitan,-22.9575,14.5053,66.38,55,35,2.1,NA,2021-06-19 08:08:14
319,Puerto Gaitan,53.2396,20.17,80.37,64,5,10.31,PL,2021-06-19 08:06:38
320,Puerto Gaitan,10.3997,-75.5144,78.42,100,20,0.0,CO,2021-06-19 08:08:14
321,Puerto Gaitan,49.7834,-74.8492,55.18,98,99,3.78,CA,2021-06-19 08:06:15
322,Puerto Gaitan,42.7762,-9.0603,60.1,86,81,4.9,ES,2021-06-19 08:08:15
323,Puerto Gaitan,-17.7125,-39.2481,68.47,88,100,8.79,BR,2021-06-19 08:08:15
324,Puerto Gaitan,49.6334,-105.9845,53.51,73,100,5.44,CA,2021-06-19 08:08:15
325,Puerto Gaitan,-29.6643,17.8865,63.73,23,0,10.78,ZA,2021-06-19 08:08:15
326,Puerto Gaitan,18.451,-78.1736,80.46,78,55,2.26,JM,2021-06-19 08:08:16
327,Puerto Gaitan,-0.7275,119.8922,82.11,79,98,2.1,ID,2021-06-19 08:08:16
328,Puerto Gaitan,11.0333,-63.8628,77.63,90,100,11.25,VE,2021-06-19 08:08:16
329,Puerto Gaitan,29.9502,-91.7507,74.1,100,90,11.5,US,2021-06-19 08:08:16
330,Puerto Gaitan,59.7654,60.0085,61.07,63,100,9.78,RU,2021-06-19 08:08:17
331,Puerto Gaitan,-21.5333,21.9333,62.98,43,4,15.55,BW,2021-06-19 08:08:17
332,Puerto Gaitan,57.509,72.4042,58.53,39,100,11.3,RU,2021-06-19 08:08:17
333,Puerto Gaitan,15.8794,108.335,98.56,61,94,12.86,VN,2021-06-19 08:08:17
334,Puerto Gaitan,64.5635,39.8302,64.51,64,23,21.09,RU,2021-06-19 08:08:18
335,Puerto Gaitan,61.9449,76.6625,45.14,83,100,15.26,RU,2021-06-19 08:08:18
336,Puerto Gaitan,69.7008,170.3133,34.65,93,65,2.01,RU,2021-06-19 08:06:10
337,Puerto Gaitan,27.181,31.1837,89.6,16,0,13.91,EG,2021-06-19 08:08:18
338,Puerto Gaitan,36.8,4.2667,86.47,40,48,2.75,DZ,2021-06-19 08:08:18
339,Puerto Gaitan,34.6391,-120.4579,64.11,89,90,0.0,US,2021-06-19 08:08:19
340,Puerto Gaitan,34.1667,77.5833,58.17,30,47,1.86,IN,2021-06-19 08:03:22
341,Puerto Gaitan,21.2833,-89.6667,73.51,92,100,9.19,MX,2021-06-19 08:08:19
342,Puerto Gaitan,32.3502,-85.1999,74.43,90,20,0.0,US,2021-06-19 08:06:08
343,Puerto Gaitan,33.7333,135.9833,74.91,99,100,2.48,JP,2021-06-19 08:08:19
344,Puerto Gaitan,-21.6403,-41.0511,69.42,73,95,9.91,BR,2021-06-19 08:06:59
345,Puerto Gaitan,-3.8004,102.2655,83.7,68,100,5.82,ID,2021-06-19 08:05:49
346,Puerto Gaitan,25.2919,60.643,86.61,69,0,11.45,IR,2021-06-19 08:08:19
347,Puerto Gaitan,28.017,-97.5169,82.83,83,0,4.16,US,2021-06-19 08:06:21
348,Puerto Gaitan,54.0166,-124.0198,48.33,67,95,4.34,CA,2021-06-19 08:04:31
349,Puerto Gaitan,-25.2986,152.8535,63.03,51,36,3.0,AU,2021-06-19 08:07:12
350,Puerto Gaitan,-46.1333,167.6833,39.81,89,0,3.78,NZ,2021-06-19 08:06:52
351,Puerto Gaitan,47.8405,-83.4034,49.23,90,94,7.85,CA,2021-06-19 08:08:20
352,Puerto Gaitan,66.7697,123.3711,71.11,43,100,6.11,RU,2021-06-19 08:08:20
353,Puerto Gaitan,63.05,179.3167,45.79,77,34,6.8,RU,2021-06-19 08:08:20
354,Puerto Gaitan,70.8578,29.0864,43.77,87,100,7.61,NO,2021-06-19 08:08:21
355,Puerto Gaitan,-36.2333,149.1333,42.24,85,92,10.98,AU,2021-06-19 08:03:33
356,Puerto Gaitan,-1.8333,-65.3667,70.59,99,28,2.62,BR,2021-06-19 08:08:21
357,Puerto Gaitan,10.8333,-12.5833,74.03,93,91,1.28,GN,2021-06-19 08:08:21
358,Puerto Gaitan,50.6996,-127.4199,52.54,85,99,1.32,CA,2021-06-19 08:08:21
359,Puerto Gaitan,-22.2763,166.4572,73.99,99,63,9.95,NC,2021-06-19 08:06:05
360,Puerto Gaitan,45.1805,-89.6835,62.55,78,90,9.22,US,2021-06-19 08:08:22
361,Puerto Gaitan,-15.1961,12.1522,75.87,51,15,7.47,AO,2021-06-19 08:06:08
362,Puerto Gaitan,-2.8856,-40.12,75.47,87,83,8.25,BR,2021-06-19 08:06:13
363,Puerto Gaitan,62.456,-114.3525,48.56,57,10,15.99,CA,2021-06-19 08:06:06
364,Puerto Gaitan,-0.1934,-74.7819,70.3,99,100,2.91,CO,2021-06-19 08:08:22
365,Puerto Gaitan,37.1666,-119.8343,87.42,32,0,1.01,US,2021-06-19 08:08:22
366,Puerto Gaitan,-29.6842,-53.8069,48.56,96,100,3.42,BR,2021-06-19 08:08:22
367,Puerto Gaitan,61.9875,5.1352,53.2,80,100,17.6,NO,2021-06-19 08:08:23
368,Puerto Gaitan,14.9215,-23.5087,72.14,78,40,13.8,CV,2021-06-19 08:06:51
369,Puerto Gaitan,52.8192,83.1185,84.78,54,100,15.43,RU,2021-06-19 08:08:23
370,Puerto Gaitan,42.8666,-106.3131,66.72,54,1,4.0,US,2021-06-19 08:08:23
371,Puerto Gaitan,58.3814,97.4531,67.64,74,99,0.85,RU,2021-06-19 08:08:23
372,Puerto Gaitan,-23.45,-56.5833,52.59,99,100,2.28,PY,2021-06-19 08:08:24
373,Puerto Gaitan,-45.4167,167.7167,34.57,87,54,1.54,NZ,2021-06-19 08:06:09
374,Puerto Gaitan,54.7169,-113.2854,49.93,94,99,5.19,CA,2021-06-19 08:08:24
375,Puerto Gaitan,39.2553,65.1528,102.38,7,0,22.66,UZ,2021-06-19 08:08:24
376,Puerto Gaitan,45.8667,25.7833,63.57,93,99,1.99,RO,2021-06-19 08:08:25
377,Puerto Gaitan,-28.7667,114.6,68.41,32,46,9.22,AU,2021-06-19 08:08:25
378,Puerto Gaitan,-30.5167,151.65,42.82,89,100,11.03,AU,2021-06-19 08:08:25
379,Puerto Gaitan,-25.1667,45.05,74.16,51,53,16.4,MG,2021-06-19 08:06:32
380,Puerto Gaitan,-43.3002,-65.1023,39.31,79,0,18.95,AR,2021-06-19 08:06:21
381,Puerto Gaitan,42.4308,130.6434,58.6,93,100,8.32,RU,2021-06-19 08:08:25
382,Puerto Gaitan,41.0002,-115.5012,70.81,32,100,2.51,US,2021-06-19 08:08:01
383,Puerto Gaitan,12.2188,125.4808,83.77,78,100,6.11,PH,2021-06-19 08:08:26
384,Puerto Gaitan,-2.5983,-43.4611,74.23,93,53,5.08,BR,2021-06-19 08:08:26
385,Puerto Gaitan,-6.84,111.3671,83.55,70,99,6.38,ID,2021-06-19 08:08:26
386,Puerto Gaitan,68.799,16.5293,51.3,91,58,10.0,NO,2021-06-19 08:08:26
387,Puerto Gaitan,-20.4167,-63.2833,43.68,87,100,6.93,BO,2021-06-19 08:08:27
388,Puerto Gaitan,40.2503,-103.8,68.81,82,1,8.05,US,2021-06-19 08:08:27
389,Puerto Gaitan,24.2167,90.95,82.49,97,100,10.07,BD,2021-06-19 08:08:27
390,Puerto Gaitan,21.2667,-97.45,76.19,86,100,5.03,MX,2021-06-19 08:08:28
391,Puerto Gaitan,-46.2817,169.8464,46.9,91,100,4.88,NZ,2021-06-19 08:08:28
392,Puerto Gaitan,61.6864,53.6902,68.0,74,100,6.53,RU,2021-06-19 08:08:28
393,Puerto Gaitan,67.5447,133.385,83.86,21,100,1.5,RU,2021-06-19 08:08:28
394,Puerto Gaitan,67.8006,130.4114,78.85,24,100,8.3,RU,2021-06-19 08:06:27
395,Puerto Gaitan,63.4427,-20.2734,44.51,75,100,4.0,IS,2021-06-19 08:08:29
396,Puerto Gaitan,64.8569,-147.8028,66.15,62,75,5.75,US,2021-06-19 08:08:29
397,Puerto Gaitan,-1.5843,14.2591,81.79,53,8,5.5,GA,2021-06-19 08:08:29
398,Puerto Gaitan,8.9242,-67.4293,71.6,94,29,3.51,VE,2021-06-19 08:08:29
399,Puerto Gaitan,47.3821,-61.8597,53.94,84,50,17.38,CA,2021-06-19 08:08:30
400,Puerto Gaitan,50.1,1.8333,62.28,81,100,5.88,FR,2021-06-19 08:08:30
401,Puerto Gaitan,-20.7377,116.8463,75.42,38,0,9.51,AU,2021-06-19 08:07:01
402,Puerto Gaitan,-31.6683,18.5012,67.89,26,0,13.96,ZA,2021-06-19 08:08:30
403,Puerto Gaitan,43.2128,-75.4557,68.67,93,90,3.44,US,2021-06-19 08:06:34
404,Puerto Gaitan,-39.6333,-72.3333,29.91,94,49,1.86,CL,2021-06-19 08:08:31
405,Puerto Gaitan,41.5,33.6667,72.34,51,2,4.03,TR,2021-06-19 08:08:31
406,Puerto Gaitan,-23.7,133.8833,56.75,47,75,8.05,AU,2021-06-19 08:06:55
407,Puerto Gaitan,49.1538,20.9638,79.74,50,0,6.35,SK,2021-06-19 08:08:31
408,Puerto Gaitan,6.1241,81.1185,95.34,49,20,13.8,LK,2021-06-19 08:06:09
409,Puerto Gaitan,66.5606,67.7975,56.35,52,88,9.8,RU,2021-06-19 08:08:31
410,Puerto Gaitan,-35.7167,150.1833,55.98,68,69,16.44,AU,2021-06-19 08:08:32
411,Puerto Gaitan,20.5022,-10.0711,79.66,27,0,17.78,MR,2021-06-19 08:08:32
412,Puerto Gaitan,26.557,31.6948,90.28,15,0,15.93,EG,2021-06-19 08:08:32
413,Puerto Gaitan,-27.55,152.2833,57.07,61,0,12.41,AU,2021-06-19 08:08:32
414,Puerto Gaitan,35.174,-2.9287,68.25,68,75,10.36,MA,2021-06-19 08:08:33
415,Puerto Gaitan,24.8,125.2833,86.9,69,100,5.01,JP,2021-06-19 08:08:33
416,Puerto Gaitan,27.75,-107.6333,54.03,41,1,3.96,MX,2021-06-19 08:08:33
417,Puerto Gaitan,8.25,34.5833,79.72,77,87,2.89,ET,2021-06-19 08:08:33
418,Puerto Gaitan,45.9717,28.9864,68.32,76,100,17.9,UA,2021-06-19 08:08:34
419,Puerto Gaitan,63.8424,-22.4338,45.07,81,75,4.61,IS,2021-06-19 08:06:46
420,Puerto Gaitan,15.35,78.9167,94.96,35,100,20.33,IN,2021-06-19 08:08:34
421,Puerto Gaitan,9.2319,-80.0867,79.11,92,90,4.05,PA,2021-06-19 08:08:34
422,Puerto Gaitan,37.6775,-113.0619,65.37,30,1,3.44,US,2021-06-19 08:08:34
423,Puerto Gaitan,43.4377,4.9446,82.47,57,0,5.75,FR,2021-06-19 08:08:35
424,Puerto Gaitan,-1.5575,13.2178,81.43,54,26,3.06,GA,2021-06-19 08:08:35
425,Puerto Gaitan,22.5667,59.5289,90.25,58,93,9.57,OM,2021-06-19 08:06:04
426,Puerto Gaitan,53.1421,17.6018,85.95,61,0,12.03,PL,2021-06-19 08:08:35
427,Puerto Gaitan,15.2634,100.3438,100.78,36,35,7.36,TH,2021-06-19 08:08:35
428,Puerto Gaitan,67.667,12.6934,47.17,74,100,19.3,NO,2021-06-19 08:08:36
429,Puerto Gaitan,-30.3833,153.1,64.18,51,40,17.27,AU,2021-06-19 08:08:36
430,Puerto Gaitan,-10.0681,-78.1522,65.17,89,69,7.47,PE,2021-06-19 08:08:36
431,Puerto Gaitan,-32.9272,151.7765,59.83,91,90,14.97,AU,2021-06-19 08:08:36
432,Puerto Gaitan,57.0531,-135.33,53.49,71,75,3.44,US,2021-06-19 08:06:04
433,Puerto Gaitan,-5.795,-35.2094,71.13,93,11,9.71,BR,2021-06-19 08:02:58
434,Puerto Gaitan,36.0397,-114.9819,100.42,14,1,16.11,US,2021-06-19 08:08:37
435,Puerto Gaitan,25.5384,-80.4089,83.01,86,20,6.91,US,2021-06-19 08:08:37
436,Puerto Gaitan,37.5133,34.0467,77.5,28,0,5.75,TR,2021-06-19 08:08:37
437,Puerto Gaitan,-34.0033,24.7314,63.75,48,3,9.31,ZA,2021-06-19 08:06:13
438,Puerto Gaitan,-15.1165,39.2666,73.85,56,33,10.29,MZ,2021-06-19 08:08:38
439,Puerto Gaitan,-11.0161,-68.7481,65.52,90,95,2.66,BR,2021-06-19 08:08:38
440,Puerto Gaitan,58.6881,99.1844,69.51,67,99,2.33,RU,2021-06-19 08:08:38
441,Puerto Gaitan,-23.865,35.3833,75.18,57,40,13.8,MZ,2021-06-19 08:07:11
442,Puerto Gaitan,-7.9386,110.2506,63.73,75,76,6.38,ID,2021-06-19 08:08:38
443,Puerto Gaitan,18.7369,7.3853,98.19,7,2,4.68,NE,2021-06-19 08:06:07
444,Puerto Gaitan,47.2922,-2.364,64.71,89,100,10.36,FR,2021-06-19 08:08:39
445,Puerto Gaitan,12.1791,125.5072,84.07,77,100,6.91,PH,2021-06-19 08:08:39
446,Puerto Gaitan,50.2334,-63.5986,55.76,94,90,0.0,CA,2021-06-19 08:08:39
447,Puerto Gaitan,-6.1349,12.3689,76.95,76,1,6.15,AO,2021-06-19 08:08:39
448,Puerto Gaitan,40.4889,44.3528,76.57,38,0,7.29,AM,2021-06-19 08:08:40
449,Puerto Gaitan,64.8989,45.7622,74.23,44,33,17.98,RU,2021-06-19 08:08:40
450,Puerto Gaitan,-19.0595,-169.9187,77.04,79,23,14.65,NU,2021-06-19 08:08:40
451,Puerto Gaitan,42.0984,-76.0494,69.12,90,90,6.91,US,2021-06-19 08:08:40
452,Puerto Gaitan,51.5877,-2.9984,58.77,80,86,5.32,GB,2021-06-19 08:08:41
453,Puerto Gaitan,-33.918,25.5701,59.29,77,0,6.91,ZA,2021-06-19 08:05:58
454,Puerto Gaitan,-26.1898,152.665,56.32,54,3,5.06,AU,2021-06-19 08:08:41
455,Puerto Gaitan,40.5982,-124.1573,56.43,69,90,1.99,US,2021-06-19 08:08:41
456,Puerto Gaitan,40.1629,-8.3327,63.91,93,100,0.51,PT,2021-06-19 08:08:41
457,Puerto Gaitan,-22.9967,-51.1906,58.24,86,100,7.43,BR,2021-06-19 08:08:42
458,Puerto Gaitan,-20.15,28.5833,55.17,72,95,16.33,ZW,2021-06-19 08:08:42
459,Puerto Gaitan,52.5008,-6.5578,58.57,74,100,5.39,IE,2021-06-19 08:08:42
460,Puerto Gaitan,18.4738,-66.9385,76.91,100,100,10.38,PR,2021-06-19 08:08:42
461,Puerto Gaitan,10.9995,122.6711,85.57,73,100,11.27,PH,2021-06-19 08:07:12
462,Puerto Gaitan,47.26,132.0322,66.43,78,99,15.19,CN,2021-06-19 08:08:43
463,Puerto Gaitan,22.4833,92.9667,70.66,100,100,1.54,IN,2021-06-19 08:08:43
464,Puerto Gaitan,33.1812,-102.2744,75.0,42,0,9.4,US,2021-06-19 08:08:43
465,Puerto Gaitan,26.5412,-77.0636,80.29,81,92,10.47,BS,2021-06-19 08:05:28
466,Puerto Gaitan,-27.2142,-49.6431,55.38,99,100,0.81,BR,2021-06-19 08:08:44
467,Puerto Gaitan,38.7333,-27.0667,64.76,85,9,10.8,PT,2021-06-19 08:06:43
468,Puerto Gaitan,54.4815,53.471,70.99,52,73,11.99,RU,2021-06-19 08:08:44
469,Puerto Gaitan,-16.7725,31.5838,68.81,46,32,9.31,ZW,2021-06-19 08:08:44
470,Puerto Gaitan,32.5341,20.5791,75.38,60,0,11.21,LY,2021-06-19 08:08:44
471,Puerto Gaitan,26.1,-106.9667,54.05,57,98,5.7,MX,2021-06-19 08:08:45
472,Puerto Gaitan,7.5264,-12.505,79.36,82,100,4.09,SL,2021-06-19 08:08:45
473,Puerto Gaitan,5.5167,5.75,79.05,87,100,2.39,NG,2021-06-19 08:08:45
474,Puerto Gaitan,38.8876,-76.5119,75.61,60,1,3.44,US,2021-06-19 08:08:45
475,Puerto Gaitan,-21.9833,16.9167,69.84,30,5,18.57,NA,2021-06-19 08:08:45
476,Puerto Gaitan,7.9803,49.8164,90.3,44,100,29.84,SO,2021-06-19 08:08:46
477,Puerto Gaitan,60.3964,-1.353,51.71,64,100,5.1,GB,2021-06-19 08:06:02
478,Puerto Gaitan,-2.6741,141.3028,80.33,83,25,5.03,PG,2021-06-19 08:06:13
479,Puerto Gaitan,-15.7667,128.7333,84.18,21,25,10.36,AU,2021-06-19 08:06:02
480,Puerto Gaitan,-23.65,-70.4,56.48,67,1,7.31,CL,2021-06-19 08:06:36
481,Puerto Gaitan,-24.8667,113.6333,68.07,35,2,12.66,AU,2021-06-19 08:06:01
482,Puerto Gaitan,-20.2333,164.0167,75.31,75,87,10.25,NC,2021-06-19 08:08:46
483,Puerto Gaitan,-10.6167,150.6667,79.2,73,100,10.89,PG,2021-06-19 08:08:46
484,Puerto Gaitan,47.45,126.9333,67.44,66,100,11.95,CN,2021-06-19 08:08:47
485,Puerto Gaitan,-0.8833,131.25,82.24,77,100,7.74,ID,2021-06-19 08:06:28
486,Puerto Gaitan,-26.6167,-54.1333,51.48,100,100,1.41,AR,2021-06-19 08:08:47
487,Puerto Gaitan,45.6169,-61.3485,56.97,73,5,1.99,CA,2021-06-19 08:08:47
488,Puerto Gaitan,15.85,-97.0667,76.89,85,59,5.64,MX,2021-06-19 08:06:16
489,Puerto Gaitan,63.2842,118.3319,81.59,35,70,2.15,RU,2021-06-19 08:08:48
490,Puerto Gaitan,58.5198,64.5495,60.33,51,100,8.72,RU,2021-06-19 08:08:48
491,Puerto Gaitan,-3.7481,-73.2472,75.24,94,75,2.3,PE,2021-06-19 08:04:55
492,Puerto Gaitan,52.4675,96.11,81.0,27,51,3.22,RU,2021-06-19 08:08:48
493,Puerto Gaitan,-21.15,149.2,63.05,44,74,4.85,AU,2021-06-19 08:08:48
494,Puerto Gaitan,51.2585,-80.6094,48.18,93,90,8.05,CA,2021-06-19 08:08:49
495,Puerto Gaitan,52.6096,48.9597,71.92,49,6,3.31,RU,2021-06-19 08:08:49
496,Puerto Gaitan,-0.9492,100.3543,84.96,63,91,3.87,ID,2021-06-19 08:06:39
497,Puerto Gaitan,40.7058,19.9522,79.05,49,10,4.76,AL,2021-06-19 08:08:49
498,Puerto Gaitan,39.3558,-9.3811,63.63,92,99,17.34,PT,2021-06-19 08:08:49
499,Puerto Gaitan,-35.1167,139.2667,57.43,79,64,6.51,AU,2021-06-19 08:08:50
500,Puerto Gaitan,46.4856,135.8833,61.05,54,100,9.31,RU,2021-06-19 08:08:50
501,Puerto Gaitan,53.4106,-2.9779,61.77,77,75,5.01,GB,2021-06-19 08:04:13
502,Puerto Gaitan,-27.31,31.892,65.89,72,95,2.26,SZ,2021-06-19 08:08:50
503,Puerto Gaitan,51.3813,1.3862,58.3,90,100,1.99,GB,2021-06-19 08:08:50
504,Puerto Gaitan,64.75,177.4833,48.7,57,0,6.71,RU,2021-06-19 08:08:51
505,Puerto Gaitan,-5.5502,150.1429,77.79,87,100,0.78,PG,2021-06-19 08:08:51
506,Puerto Gaitan,42.9393,-6.3194,53.38,87,78,4.61,ES,2021-06-19 08:08:51
507,Puerto Gaitan,-28.45,18.7333,66.52,25,0,15.55,NA,2021-06-19 08:08:51
508,Puerto Gaitan,-1.7656,-55.8661,71.82,96,19,3.49,BR,2021-06-19 08:08:52
509,Puerto Gaitan,-8.4667,140.3333,81.34,71,22,18.66,ID,2021-06-19 08:07:12
510,Puerto Gaitan,-25.4078,-52.4161,54.97,99,98,3.62,BR,2021-06-19 08:08:52
511,Puerto Gaitan,37.1041,-113.5841,90.19,15,1,3.44,US,2021-06-19 08:06:21
512,Puerto Gaitan,-10.4056,-36.4344,76.51,67,66,11.9,BR,2021-06-19 08:06:48
513,Puerto Gaitan,16.8634,-99.8901,75.52,95,100,7.49,MX,2021-06-19 08:06:02
514,Puerto Gaitan,34.2284,-92.0032,75.18,78,1,0.0,US,2021-06-19 08:08:52
515,Puerto Gaitan,-31.4241,-64.4978,35.89,98,15,5.01,AR,2021-06-19 08:08:53
516,Puerto Gaitan,43.4065,-124.2243,55.85,88,1,20.71,US,2021-06-19 08:08:53
517,Puerto Gaitan,-41.768,-73.1273,34.81,82,4,8.84,CL,2021-06-19 08:05:56
518,Puerto Gaitan,37.7167,-25.4333,64.81,76,8,7.38,PT,2021-06-19 08:08:53
519,Puerto Gaitan,53.45,-2.7333,61.21,77,75,9.22,GB,2021-06-19 08:08:53
520,Puerto Gaitan,71.0357,27.8492,42.62,89,100,4.52,NO,2021-06-19 08:08:54
521,Puerto Gaitan,48.8,132.95,64.62,89,100,5.84,RU,2021-06-19 08:08:54
522,Puerto Gaitan,27.4481,67.7978,109.65,18,0,5.08,PK,2021-06-19 08:08:54
523,Puerto Gaitan,-8.9266,125.4092,64.85,80,90,3.04,TL,2021-06-19 08:06:43
524,Puerto Gaitan,21.4447,-157.8378,76.75,68,75,4.61,US,2021-06-19 08:05:57
525,Puerto Gaitan,-30.6733,-51.3958,54.86,93,42,5.93,BR,2021-06-19 08:08:55
526,Puerto Gaitan,9.2333,-78.0167,77.7,89,100,4.63,PA,2021-06-19 08:08:55
527,Puerto Gaitan,36.0564,103.7922,72.54,34,100,3.31,CN,2021-06-19 08:08:34
528,Puerto Gaitan,-36.1167,146.8833,51.96,73,5,3.98,AU,2021-06-19 08:08:55
529,Puerto Gaitan,31.4583,131.2333,78.46,81,100,3.58,JP,2021-06-19 08:08:55
530,Puerto Gaitan,23.3687,104.28,82.76,58,87,10.69,CN,2021-06-19 08:08:56
531,Puerto Gaitan,62.8833,152.4333,64.67,40,99,13.35,RU,2021-06-19 08:08:56
532,Puerto Gaitan,10.3744,10.7288,83.37,56,69,10.87,NG,2021-06-19 08:08:56
533,Puerto Gaitan,24.3448,124.1572,86.43,71,100,6.69,JP,2021-06-19 08:08:56
534,Puerto Gaitan,37.4725,-4.4421,65.39,71,100,5.17,ES,2021-06-19 08:08:57
535,Puerto Gaitan,-34.4833,-54.3333,47.19,89,92,1.88,UY,2021-06-19 08:08:57
536,Puerto Gaitan,54.3161,-130.3201,50.88,92,100,1.01,CA,2021-06-19 08:08:57
537,Puerto Gaitan,27.0998,-82.4543,80.01,91,1,1.01,US,2021-06-19 08:08:57
538,Puerto Gaitan,63.4564,48.8989,69.6,54,100,12.41,RU,2021-06-19 08:08:58
539,Puerto Gaitan,10.9333,108.1,91.71,58,58,17.13,VN,2021-06-19 08:06:33
540,Puerto Gaitan,17.0151,54.0924,86.09,74,75,13.8,OM,2021-06-19 08:04:10
541,Puerto Gaitan,-30.3,153.1333,64.13,51,40,17.27,AU,2021-06-19 08:08:58
542,Puerto Gaitan,21.3156,-158.0072,76.98,65,1,5.99,US,2021-06-19 08:06:13
543,Puerto Gaitan,36.1501,-86.7833,73.49,80,20,5.99,US,2021-06-19 08:08:58
544,Puerto Gaitan,59.3833,143.3,62.98,51,6,15.57,RU,2021-06-19 08:08:58
545,Puerto Gaitan,35.7839,139.2431,71.02,86,75,16.11,JP,2021-06-19 08:08:59
546,Puerto Gaitan,21.2311,-86.731,80.65,86,99,10.45,MX,2021-06-19 08:08:59
547,Puerto Gaitan,14.35,121.0167,90.32,63,15,16.53,PH,2021-06-19 08:08:59
548,Puerto Gaitan,43.3979,-6.7922,59.22,96,95,1.61,ES,2021-06-19 08:08:59
